Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio,
FRMD1,0.95625,0.1,0.104575163,-3.25738783,-0.980571449
SLC13A3,9.553125,1,0.104677789,-3.255972728,-0.98014546
TRPC4,3.8,0.4,0.105263158,-3.2479275,-0.977723605
FRMPD4,3.305,0.35,0.105900151,-3.239223431,-0.97510342
CABS1,0.942857143,0.1,0.106060606,-3.237039185,-0.974445896
PLEKHA6,28.25833333,3,0.106163374,-3.235641959,-0.974025289
GBP4,0.94,0.1,0.106382979,-3.232660745,-0.973127854
IL3RA,9.333333333,1,0.107142857,-3.222392408,-0.970036777
CSF2RA,1.857142857,0.2,0.107692308,-3.215012878,-0.967815317
FOXP1,1.852777778,0.2,0.107946027,-3.211617937,-0.966793338
RBPMS,2.763888889,0.3,0.108542714,-3.2036652,-0.964399325
CATSPER1,0.92,0.1,0.108695652,-3.201633849,-0.963787828
GRB14,9.197222222,1,0.108728481,-3.201198186,-0.96365668
COL6A3,4.276923077,0.466666667,0.10911271,-3.19610892,-0.962124658
DPEP1,1.831818182,0.2,0.109181141,-3.195204397,-0.96185237
OPTC,3.648,0.4,0.109649123,-3.189033812,-0.959994838
FOXA3,4.081818182,0.45,0.110244989,-3.181215002,-0.957641142
NR1H4,0.9,0.1,0.111111111,-3.16992499,-0.95424251
CPA6,0.9,0.1,0.111111111,-3.16992499,-0.95424251
DMRTA2,8.990909091,1,0.111223458,-3.168466984,-0.953803606
SLC7A4,4.036363636,0.45,0.111486486,-3.165059234,-0.952777771
ITGB6,0.895833333,0.1,0.111627907,-3.163230338,-0.952227219
DLG3,53.72777778,6,0.111674077,-3.16263375,-0.952047628
CA4,3.566666667,0.4,0.112149533,-3.156504473,-0.950202532
SLC9A2,0.891176471,0.1,0.112211221,-3.155711131,-0.949963712
RGPD3,0.888888889,0.1,0.1125,-3.152003082,-0.948847478
NRG2,4.435483871,0.5,0.112727273,-3.149091486,-0.947971
SPOCK1,44.33611111,5,0.112774889,-3.148482219,-0.947787593
SALL2,44.27777778,5,0.112923463,-3.146582805,-0.947215812
KIAA0825,0.884848485,0.1,0.113013699,-3.145430428,-0.946868912
THEGL,0.884615385,0.1,0.113043478,-3.145050322,-0.946754489
LOXL4,4.419444444,0.5,0.113136392,-3.143865012,-0.946397675
FLT3,0.87826087,0.1,0.113861386,-3.134649516,-0.943623534
SMO,19.72424242,2.25,0.114072822,-3.131972971,-0.942817814
WNT10A,1.748387097,0.2,0.114391144,-3.127952719,-0.941607597
TGIF2LX,8.631578947,1,0.115853659,-3.109624479,-0.936090247
RENBP,5.166666667,0.6,0.116129032,-3.106199392,-0.935059193
KDR,0.86,0.1,0.11627907,-3.104336649,-0.934498452
HCN2,17.04444444,2,0.117340287,-3.091229659,-0.930552855
DCAF4L2,8.933333333,1.05,0.117537313,-3.088809255,-0.92982424
SCG2,483.9083333,57,0.117790904,-3.085699947,-0.928888245
SV2B,16.953125,2,0.11797235,-3.083479315,-0.928219769
AHSG,2.115384615,0.25,0.118181818,-3.080919984,-0.927449333
SCN11A,0.844,0.1,0.118483412,-3.077242988,-0.926342447
SLC22A15,5.888235294,0.7,0.118881119,-3.072408484,-0.924887116
PCDHGA7,0.837142857,0.1,0.119453925,-3.065473827,-0.922799577
DRD2,25.05757576,3,0.119724271,-3.062212427,-0.921817797
GRIN3B,0.833333333,0.1,0.12,-3.058893679,-0.920818754
ALX4,1.665714286,0.2,0.120068611,-3.058069045,-0.920570515
SP7,1.652941176,0.2,0.120996441,-3.046963468,-0.917227403
TRPM6,2.034615385,0.25,0.122873346,-3.024756088,-0.910542316
ABLIM2,16.26,2,0.12300123,-3.023255341,-0.910090546
ADAMTS9,0.8,0.1,0.125,-2.99999999,-0.903089988
ANTXR1,39.81666667,5,0.125575555,-2.993372437,-0.901094895
PPP1R3C,7.940625,1,0.125934671,-2.989252554,-0.899854687
LRRTM4,1.587096774,0.2,0.12601626,-2.988318184,-0.899573414
DNAAF3,4.74,0.6,0.126582278,-2.981852642,-0.897627091
COL9A1,1.561904762,0.2,0.12804878,-2.965234571,-0.892624554
C16orf96,0.779411765,0.1,0.128301887,-2.962385699,-0.891766957
NLGN1,7.782857143,1,0.128487518,-2.960299865,-0.891139059
PROS1,11.65757576,1.5,0.128671692,-2.958233388,-0.890516987
RBM20,7.766666667,1,0.128755365,-2.957295538,-0.890234666
RERGL,0.776190476,0.1,0.128834356,-2.956410722,-0.88996831
CD52,0.773333333,0.1,0.129310345,-2.95109039,-0.888366731
SI,0.772727273,0.1,0.129411765,-2.949959308,-0.888026241
PHOX2A,0.772,0.1,0.129533679,-2.948600838,-0.887617301
SOHLH1,0.768181818,0.1,0.130177515,-2.941447808,-0.885464024
NMNAT1,7.661111111,1,0.130529369,-2.937553634,-0.884291761
RASAL1,15.26571429,2,0.13101254,-2.932223179,-0.882687134
LRRC53,1.526315789,0.2,0.131034483,-2.931981567,-0.882614402
ITGB4,4.569444444,0.6,0.131306991,-2.928984356,-0.881712151
ABCB4,0.761538462,0.1,0.131313131,-2.928916893,-0.881691843
AHNAK2,7.603030303,1,0.131526505,-2.92657453,-0.880986721
FLNA,303.9444444,40,0.131602998,-2.925735733,-0.880734218
SLC13A5,0.755555556,0.1,0.132352941,-2.917537831,-0.878266404
GRIK5,30.02222222,4,0.133234641,-2.907958852,-0.875382844
UPK1A,1.494117647,0.2,0.133858268,-2.901221836,-0.8733548
LYPD3,2.971428571,0.4,0.134615385,-2.893084786,-0.870905304
ADAM8,1.477777778,0.2,0.135338346,-2.885357424,-0.868579136
FAT4,5.896666667,0.8,0.13566987,-2.881827727,-0.867516591
DYNC1I1,36.73888889,5,0.136095569,-2.877307984,-0.866156013
SLC9C1,0.734615385,0.1,0.136125654,-2.876989101,-0.86606002
MBOAT4,0.733333333,0.1,0.136363636,-2.874469109,-0.865301427
COL24A1,1.466666667,0.2,0.136363636,-2.874469108,-0.865301426
CORO2A,21.91666667,3,0.136882129,-2.868993977,-0.863653248
CPAMD8,0.726923077,0.1,0.137566137,-2.861802698,-0.861488457
SLC17A9,3.632258065,0.5,0.137655417,-2.860866697,-0.861206692
VWDE,29.05555556,4,0.137667304,-2.860742124,-0.861169192
HOXD1,2.175757576,0.3,0.137883008,-2.858483404,-0.86048925
TGFB1I1,7.205555556,1,0.138781804,-2.849109658,-0.857667471
OR2M4,0.72,0.1,0.138888889,-2.847996898,-0.857332497
HS3ST4,7.19,1,0.139082058,-2.84599176,-0.85672889
SSTR5,6.1,0.85,0.139344262,-2.843274486,-0.855910909
NLRP4,2.147619048,0.3,0.139689579,-2.83970369,-0.854835993
TRIM16L,14.28611111,2,0.139996111,-2.836541332,-0.853884028
KCNK10,3.910714286,0.55,0.140639269,-2.829928604,-0.851893398
B4GALNT2,2.833333333,0.4,0.141176471,-2.824428426,-0.85023768
TUBA3E,0.706896552,0.1,0.141463414,-2.821499096,-0.849355864
ST6GALNAC2,2.817647059,0.4,0.141962422,-2.816418995,-0.847826601
OTOF,0.703571429,0.1,0.142131979,-2.814696889,-0.847308195
CCDC88B,7.002777778,1,0.142800476,-2.807927297,-0.845270345
EPHA4,21.00833333,3,0.142800476,-2.807927296,-0.845270345
AGMO,13.94166667,2,0.143454871,-2.801331124,-0.843284699
LHX3,6.97037037,1,0.1434644,-2.801235306,-0.843255855
PDE9A,13.85588235,2,0.144343027,-2.792426671,-0.840604192
CAPN6,0.684210526,0.1,0.146153846,-2.774440292,-0.835189752
PDK1,13.66666667,2,0.146341463,-2.772589494,-0.834632606
TMEM132C,7.830769231,1.15,0.146856582,-2.767520162,-0.833106585
FGFR4,13.58611111,2,0.14720916,-2.764060643,-0.832065166
XYLT1,13.46666667,2,0.148514851,-2.751320878,-0.828230115
SERPIND1,0.672727273,0.1,0.148648648,-2.750021739,-0.827839035
COL21A1,4.029032258,0.6,0.148919135,-2.747398941,-0.827049494
TACR1,0.66875,0.1,0.14953271,-2.741466979,-0.825263796
NIPAL4,1.336363636,0.2,0.149659864,-2.740240718,-0.824894654
ZNF44,6.677777778,1,0.149750416,-2.739368075,-0.824631963
HCRTR2,0.664285714,0.1,0.150537634,-2.731803882,-0.822354914
CRYZ,33.11111111,5,0.151006711,-2.727315415,-0.82100375
ITGA11,3.971875,0.6,0.151062156,-2.726785805,-0.820844322
KLC3,3.961111111,0.6,0.151472651,-2.722870755,-0.819665774
LAMC1,117.9166667,18,0.152650177,-2.711698826,-0.816302689
SAMD9L,1.304166667,0.2,0.153354632,-2.705056338,-0.814303101
OLFM4,5.831034483,0.9,0.15434654,-2.695754939,-0.8115031
LINGO1,9.682352941,1.5,0.154921021,-2.690395174,-0.80988965
FSIP2,2.025,0.314285714,0.155202822,-2.687773298,-0.809100387
PTPRQ,1.931578947,0.3,0.155313351,-2.68674623,-0.808791209
CTHRC1,44.96285714,7,0.155684057,-2.683306877,-0.80775586
ARHGEF6,12.79722222,2,0.156283916,-2.677758777,-0.806085716
CLSTN2,64.23636364,10.05,0.156453439,-2.676194715,-0.805614886
PCDHB4,6.323529412,1,0.158139535,-2.660729999,-0.800959543
AANAT,1.891176471,0.3,0.158631415,-2.656249577,-0.799610801
SCHIP1,3.782352941,0.6,0.158631415,-2.656249577,-0.799610801
CPNE2,18.69444444,3,0.160475483,-2.639575184,-0.794591309
EGR3,1.24375,0.2,0.16080402,-2.636624613,-0.793703098
STRA6,12.43428571,2,0.160845588,-2.636251721,-0.793590847
CLCA4,0.61875,0.1,0.161616161,-2.629356613,-0.791515213
TEC,6.1875,1,0.161616162,-2.629356611,-0.791515212
IGSF9B,18.49142857,3,0.16223733,-2.623822271,-0.78984921
NES,18.37222222,3,0.163289991,-2.614491724,-0.787040435
CACNA1S,0.61,0.1,0.163934426,-2.608809236,-0.785329836
P2RX7,1.83,0.3,0.163934426,-2.608809235,-0.785329835
GPRC6A,0.606666667,0.1,0.164835165,-2.600904038,-0.782950134
OR51B5,1.210526316,0.2,0.165217391,-2.59756253,-0.78194424
KCNN3,1.809375,0.3,0.165803109,-2.592457029,-0.780407331
KIF17,3.002777778,0.5,0.166512488,-2.586297703,-0.778553189
PRDM8,18.00833333,3,0.166589542,-2.585630252,-0.778352266
PRAMEF12,0.6,0.1,0.166666666,-2.584962494,-0.778151251
COL6A1,17.95428571,3,0.167091025,-2.581293844,-0.777046877
CTNNA2,12.51785714,2.1,0.167760342,-2.575526376,-0.775310696
GBP1,4.141176471,0.7,0.169034091,-2.564613847,-0.772025698
DTX4,7.334285714,1.25,0.170432411,-2.552728366,-0.768447811
FAM189A2,4.103333333,0.7,0.170593014,-2.551369521,-0.768038758
FGF22,0.584848485,0.1,0.170984456,-2.548062912,-0.76704337
DDX60L,5.833333333,1,0.171428571,-2.544320508,-0.765916794
TNS1,5.767647059,1,0.173380928,-2.527982876,-0.760998677
ADAMTS18,5.7375,1,0.174291939,-2.520422241,-0.758722699
CAPN9,5.725714286,1,0.174650699,-2.517455673,-0.757829673
SCUBE1,2.860606061,0.5,0.174788136,-2.516320827,-0.75748805
CHD6,56.94444444,10,0.175609756,-2.50955509,-0.75545136
ALDH1L1,0.568,0.1,0.176056338,-2.505890924,-0.754348336
C2,0.566666667,0.1,0.176470588,-2.502500335,-0.753327667
LRFN5,14.13125,2.5,0.17691287,-2.498889079,-0.752240571
PILRA,3.388888889,0.6,0.17704918,-2.497777923,-0.75190608
ZNF541,0.846153846,0.15,0.177272727,-2.495957488,-0.751358074
HFE,2.25,0.4,0.177777778,-2.491853089,-0.750122527
VWA5B1,5.621052632,1,0.177902622,-2.490840316,-0.749817652
TYRP1,1.682352941,0.3,0.178321678,-2.487445988,-0.748795857
CRISP3,5.588235294,1,0.178947368,-2.482392759,-0.747274684
TMEM211,0.558333333,0.1,0.179104477,-2.481126684,-0.746893557
NFATC2,7.621875,1.366666667,0.17930846,-2.479484531,-0.74639922
CNTNAP4,4.455555556,0.8,0.179551122,-2.477533417,-0.745811876
SLC1A4,44.38888889,8,0.180225282,-2.472126684,-0.744184287
TFAP2D,1.108333333,0.2,0.180451128,-2.470319928,-0.7436404
GLRA1,1.662068966,0.3,0.180497925,-2.469945833,-0.743527786
ADAM32,0.552777778,0.1,0.180904522,-2.466699614,-0.742550576
SH2D2A,5.502941176,1,0.181721005,-2.460202899,-0.740594871
PDIA2,5.452777778,1,0.183392766,-2.446991354,-0.736617799
MYH11,1.086111111,0.2,0.184143222,-2.441099789,-0.734844261
C10orf90,0.54,0.1,0.185185185,-2.432959402,-0.732393761
SLC17A8,1.612,0.3,0.186104218,-2.425817331,-0.730243783
SCNN1B,4.28,0.8,0.186915888,-2.419538884,-0.728353782
FBN1,13.89428571,2.6,0.187127288,-2.417908134,-0.727862877
MYH7,1.33,0.25,0.187969925,-2.411426239,-0.725911633
DMD,4.482142857,0.85,0.189641434,-2.398653878,-0.722066769
LL22NC03-63E9.3,0.523809524,0.1,0.190909091,-2.389042286,-0.719173391
DEFA6,1.042857143,0.2,0.191780822,-2.382469631,-0.717194825
MAF,15.634375,3,0.191884869,-2.381687134,-0.71695927
PXDN,31.26285714,6,0.191921038,-2.38141522,-0.716877416
TDRD9,0.694117647,0.133333333,0.192090395,-2.380142703,-0.71649435
PODN,1.556,0.3,0.192802056,-2.374807648,-0.714888338
EGR1,87.5,17,0.194285714,-2.363748263,-0.711559132
KIRREL2,15.33333333,3,0.195652174,-2.353636947,-0.708515322
GPR84,0.510714286,0.1,0.195804195,-2.35251641,-0.708178007
GPR88,1.520833333,0.3,0.197260274,-2.341827646,-0.704960368
UNC13C,0.506666667,0.1,0.197368421,-2.341036913,-0.704722334
KCNA7,0.506666667,0.1,0.197368421,-2.341036913,-0.704722334
COL9A3,11.39117647,2.25,0.197521301,-2.339919841,-0.704386062
ENTPD2,15.18285714,3,0.197591268,-2.339408893,-0.704232251
DNAH5,2.521212121,0.5,0.198317308,-2.334117497,-0.702639382
PLBD1,9.986111111,2,0.200278164,-2.319922952,-0.698366398
PGBD5,29.76666667,6,0.201567749,-2.310663262,-0.695578954
DNAH6,0.992,0.2,0.201612903,-2.310340115,-0.695481677
NOS3,1.487878788,0.3,0.201629328,-2.310222588,-0.695446298
ACSL5,1.982857143,0.4,0.201729107,-2.309508829,-0.695231435
ANK2,29.68571429,6,0.202117421,-2.306734414,-0.694396253
BBOX1,0.493548387,0.1,0.202614379,-2.303191528,-0.693329738
P4HA3,2.444444444,0.5,0.204545454,-2.289506611,-0.689210167
ASMT,0.488,0.1,0.204918032,-2.286881144,-0.688419823
MOB3B,4.85,1,0.206185567,-2.277984741,-0.685741739
MMP17,4.825,1,0.207253886,-2.270528936,-0.683497318
D2HGDH,14.36111111,3,0.208897485,-2.259132961,-0.680066788
TRPM2,4.460714286,0.933333333,0.209234054,-2.256810412,-0.679367631
SACS,28.52777778,6,0.210321324,-2.249332957,-0.677116692
PDE7A,51.83333333,11,0.21221865,-2.236376644,-0.673216453
C11orf65,1.411428571,0.3,0.212550607,-2.234121708,-0.67253765
NKX3-1,4.674193548,1,0.213940649,-2.224717468,-0.669706692
FLRT2,2.775,0.6,0.216216216,-2.209453359,-0.665111737
GALNT13,23.08,5,0.216637782,-2.206643217,-0.6642658
MCF2,0.460714286,0.1,0.217054263,-2.20387233,-0.66343168
DIRAS1,46.04166667,10,0.21719457,-2.202940052,-0.663151036
MUC5B,0.46,0.1,0.217391304,-2.201633858,-0.662757833
IRX6,2.3,0.5,0.217391304,-2.201633855,-0.662757832
GRK1,2.291176471,0.5,0.218228498,-2.196088576,-0.661088536
DCHS1,31.98857143,7,0.218828153,-2.192129731,-0.659896805
CARD10,9.133333333,2,0.218978102,-2.191141481,-0.659599312
LETM2,4.555555556,1,0.219512195,-2.187626997,-0.658541347
ZNF677,13.64736842,3,0.219822599,-2.185588375,-0.657927661
CYP4B1,1.81875,0.4,0.219931271,-2.184875337,-0.657713015
TGFBR3L,2.705555556,0.6,0.221765914,-2.172890454,-0.654105206
ABI3BP,0.45,0.1,0.222222222,-2.169924998,-0.653212515
EVPL,4.469444444,1,0.223741454,-2.160095508,-0.650253543
TNFAIP3,4.466666667,1,0.223880597,-2.159198589,-0.649983544
LSAMP,22.32647059,5,0.223949414,-2.158755199,-0.64985007
DLX6,44.63888889,10,0.224019913,-2.158301111,-0.649713376
PCDHB15,2.665714286,0.6,0.225080386,-2.151487747,-0.647662349
DOCK2,1.327586207,0.3,0.225974026,-2.145771134,-0.645941477
CSMD1,2.652173913,0.6,0.226229508,-2.14414097,-0.645450749
MAP1A,43.91666667,10,0.227703985,-2.13476855,-0.642629369
COL9A2,139.3083333,32,0.229706287,-2.122137745,-0.638827118
ZNF717,4.339393939,1,0.230446927,-2.117493557,-0.637429078
CACNA1G,4.325714286,1,0.231175693,-2.112938372,-0.636057831
HEATR4,2.594444444,0.6,0.231263383,-2.112391232,-0.635893125
GUCY2C,0.859259259,0.2,0.23275862,-2.103093488,-0.633094226
FILIP1,0.858333333,0.2,0.233009708,-2.101538022,-0.632625983
LSR,81.41388889,19,0.233375414,-2.099275509,-0.631944899
PCDHGB6,2.135294118,0.5,0.23415978,-2.094434796,-0.6304877
FSCN3,0.425714286,0.1,0.234899328,-2.089885501,-0.629118225
GBP6,0.425,0.1,0.235294117,-2.087462839,-0.628388931
GDPD3,4.236111111,1,0.236065574,-2.082740425,-0.626967343
SEZ6,110.2857143,26.05,0.236204663,-2.081890642,-0.626711533
PCDHGA2,0.841176471,0.2,0.237762237,-2.072408491,-0.623857121
PLSCR4,3.331428571,0.8,0.240137221,-2.058069051,-0.619540519
ZKSCAN2,16.61111111,4,0.240802676,-2.054076667,-0.618338692
SEMA3D,5.1875,1.25,0.240963855,-2.053111331,-0.618048097
SPIB,2.074074074,0.5,0.241071428,-2.052467415,-0.617854259
OR6M1,0.414285714,0.1,0.24137931,-2.050626071,-0.617299959
GPSM1,45.47222222,11,0.241905925,-2.04748198,-0.616353493
AGL,61.75,15,0.24291498,-2.04147663,-0.614545703
BAAT,0.411428571,0.1,0.243055555,-2.040641982,-0.614294449
EPB41L5,24.6,6,0.243902439,-2.035623904,-0.612783857
SLC5A4,0.817647059,0.2,0.244604316,-2.031478227,-0.611535884
CBWD1,3.263888889,0.8,0.245106383,-2.028520035,-0.610645379
IRS1,10.18571429,2.5,0.245441795,-2.026547149,-0.610051481
KANK4,12.60322581,3.1,0.245968774,-2.023452914,-0.609120024
DNAH3,0.812903226,0.2,0.246031746,-2.023083609,-0.609008852
NCAN,8.109090909,2,0.246636771,-2.019540181,-0.607942174
SVEP1,1.483333333,0.366666667,0.247191011,-2.016301807,-0.606967326
ABCC6,1.202857143,0.3,0.249406176,-2.003430901,-0.603092797
PROKR2,0.6,0.15,0.25,-1.999999997,-0.602059992
DCC,8,2,0.25,-1.999999994,-0.602059991
ZCWPW1,7.988888889,2,0.250347705,-1.997994859,-0.601456385
SLC6A16,3.973333333,1,0.251677852,-1.990349825,-0.599155001
SOX30,0.395833333,0.1,0.252631578,-1.984893106,-0.597512365
NCEH1,19.77222222,5,0.252880022,-1.983475021,-0.597085479
ATP13A5,0.526923077,0.133333333,0.253041362,-1.982554863,-0.596808483
ELFN1,3.93125,1,0.254372019,-1.974988107,-0.594530663
TMEM249,1.955555556,0.5,0.255681818,-1.967578517,-0.592300154
HK3,0.782142857,0.2,0.255707762,-1.967432134,-0.592256088
TTC39A,7.819444444,2,0.255772647,-1.967066105,-0.592145903
SLC6A19,0.976190476,0.25,0.256097561,-1.965234578,-0.591594558
TMPRSS6,7.788888889,2,0.256776034,-1.961417532,-0.590445513
SPEF2,0.777272727,0.2,0.257309941,-1.958420892,-0.589543434
KIT,104.9,27,0.257387989,-1.95798336,-0.589411724
UTP14C,7.75,2,0.258064516,-1.954196305,-0.588271707
DHRSX,19.30555556,5,0.258992806,-1.949016066,-0.5867123
PAM,104.1944444,27,0.259130898,-1.948247039,-0.586480799
PLCH1,9.058823529,2.35,0.259415584,-1.946662937,-0.586003937
ZNF547,3.838888889,1,0.26049204,-1.940688799,-0.584205542
OR14A16,0.383333333,0.1,0.260869565,-1.938599454,-0.583576587
TMEM67,11.5,3,0.260869565,-1.93859945,-0.583576586
CDHR5,2.669444444,0.7,0.262226847,-1.931112692,-0.581322847
TRHDE,2.666666667,0.7,0.2625,-1.929610667,-0.580870692
SSC5D,2.666666667,0.7,0.2625,-1.929610667,-0.580870692
TNFRSF25,34.25,9,0.262773723,-1.928107076,-0.580418066
INO80B,2.661111111,0.7,0.263048017,-1.926601917,-0.579964968
FSCN2,3.611428571,0.95,0.263053797,-1.926570213,-0.579955424
EPHA5,4.181481481,1.1,0.263064659,-1.926510645,-0.579937493
SOWAHA,13.47428571,3.55,0.263464801,-1.924317861,-0.579277399
LINC00955,0.758823529,0.2,0.263565891,-1.923764411,-0.579110794
TMEM169,15.16666667,4,0.263736264,-1.922832134,-0.578830151
ZNF329,15.11111111,4,0.264705882,-1.917537834,-0.577236408
CDON,15.08333333,4,0.26519337,-1.914883381,-0.576437338
SLC4A1,0.376470588,0.1,0.265624999,-1.912537157,-0.575731054
AACS,22.58333333,6,0.265682657,-1.912224035,-0.575636794
MS4A6A,0.375,0.1,0.266666666,-1.906890594,-0.574031269
ST8SIA6,0.375,0.1,0.266666666,-1.906890594,-0.574031269
NME5,3.375,0.9,0.266666667,-1.906890591,-0.574031268
C1orf198,119.9722222,32,0.266728409,-1.906556594,-0.573930725
CCDC175,0.747058824,0.2,0.267716535,-1.901221842,-0.572324804
HS3ST2,1.492307692,0.4,0.268041237,-1.89947312,-0.571798387
RNF128,7.608333333,2.05,0.269441402,-1.891956539,-0.56953567
MFGE8,36.96666667,10,0.270513977,-1.886224954,-0.567810291
TNRC6C,18.47222222,5,0.270676692,-1.885357429,-0.56754914
SEMA4C,36.94285714,10,0.270688322,-1.885295443,-0.567530481
NLRP3,2.95,0.8,0.271186441,-1.882643045,-0.566732029
OR51L1,0.735714286,0.2,0.27184466,-1.879145602,-0.565679194
GALR2,1.469444444,0.4,0.27221172,-1.877198906,-0.56509318
PTPN21,11.01666667,3,0.272314675,-1.87665336,-0.564928954
FUT2,3.669444444,1,0.272520817,-1.87556165,-0.564600317
THSD4,3.668571429,1,0.27258567,-1.87521837,-0.56449698
LRRN4,2.380645161,0.65,0.27303523,-1.872840973,-0.563781312
FIBCD1,3.103448276,0.85,0.273888889,-1.86833735,-0.562425586
ANKEF1,18.22857143,5,0.274294671,-1.866201497,-0.56178263
DDX60,3.633333333,1,0.275229358,-1.861293724,-0.560305243
COL6A6,1.089655172,0.3,0.275316455,-1.860837248,-0.56016783
NECAB1,10.88,3,0.275735294,-1.858644146,-0.559507641
ITGA3,26.58529412,7.333333333,0.275841723,-1.858087399,-0.559340043
IL13RA2,1.084615385,0.3,0.276595744,-1.85414913,-0.558154506
STAT5A,7.219444444,2,0.277029627,-1.851887817,-0.557473783
TSPAN33,28.875,8,0.277056277,-1.851749036,-0.557432006
ARSG,3.605555556,1,0.277349769,-1.850221567,-0.556972192
DLGAP2,2.1625,0.6,0.277456647,-1.849665722,-0.556804866
CNGB3,0.9,0.25,0.277777777,-1.847996903,-0.556302501
FOXQ1,1.44,0.4,0.277777778,-1.847996902,-0.556302501
FBP2,1.078787879,0.3,0.278089887,-1.846376807,-0.555814804
GCGR,0.358333333,0.1,0.279069767,-1.841302253,-0.554287211
HTR2C,3.225,0.9,0.279069767,-1.841302249,-0.55428721
ABCA1,3.58,1,0.279329609,-1.839959583,-0.553883027
THSD1,3.577777778,1,0.279503106,-1.839063777,-0.553613362
TBC1D8,33.85714286,9.5,0.280590717,-1.833460808,-0.551926701
IL17C,1.066666667,0.3,0.28125,-1.830074995,-0.550907469
PIP5KL1,3.547222222,1,0.281910728,-1.826689709,-0.549888397
ABCB5,0.354545455,0.1,0.282051281,-1.825970599,-0.549671923
ARHGAP22,2.835294118,0.8,0.282157676,-1.82542649,-0.54950813
TAF4B,11.86176471,3.35,0.282420035,-1.824085654,-0.549104498
JAK3,1.062068966,0.3,0.282467532,-1.823843041,-0.549031464
ITGA2B,2.831428571,0.8,0.282542886,-1.823458226,-0.548915623
ITPR1,1.7625,0.5,0.283687943,-1.817623253,-0.547159122
NBPF14,0.351851852,0.1,0.284210526,-1.814968105,-0.546359842
ELMO1,8.971428571,2.55,0.284235669,-1.81484048,-0.546321423
DRAXIN,7.036363636,2,0.284237726,-1.814830038,-0.54631828
NPAS4,3.515151515,1,0.284482759,-1.813586871,-0.545944049
LILRA2,0.35,0.1,0.285714285,-1.807354921,-0.544068046
TRPV3,1.161904762,0.333333333,0.286885246,-1.801454317,-0.542291787
CMBL,80.15,23,0.286961946,-1.801068654,-0.542175691
CALCR,0.696428571,0.2,0.287179487,-1.799975389,-0.541846585
RAI2,6.951428571,2,0.287710645,-1.797309488,-0.541044069
PRB2,0.346666667,0.1,0.288461538,-1.793549122,-0.539912086
UGT2B28,0.692857143,0.2,0.288659793,-1.792557917,-0.539613704
OSR2,6.92,2,0.289017341,-1.790772033,-0.539076099
A4GNT,0.345833333,0.1,0.289156626,-1.79007693,-0.538866852
PRSS53,3.455555556,1,0.289389067,-1.788917669,-0.53851788
EMB,20.67428571,6,0.290215589,-1.784803075,-0.537279263
