Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio,
NAA15,47.61111111,40,0.840140023,-0.251298296,-0.075648326
VPS13D,15.47222222,13,0.84021544,-0.251168796,-0.075609342
GFAP,0.237931034,0.2,0.840579707,-0.250543466,-0.075421099
EXD3,5.944444444,5,0.841121495,-0.249613889,-0.075141268
GALNT2,59.38888889,50,0.841908326,-0.248264945,-0.074735196
NDUFS7,19,16,0.842105263,-0.247927512,-0.074633618
NDC1,90.22857143,76,0.842305256,-0.247584924,-0.074530489
ZNF334,18.99333333,16,0.842400842,-0.247421214,-0.074481208
FANCI,112.1714286,94.5,0.84246052,-0.247319015,-0.074450442
RUSC1,46.28571429,39,0.842592593,-0.24709286,-0.074382363
SLC39A7,247.9444444,209,0.842930764,-0.246513956,-0.074208096
EIF4G3,71.16666667,60,0.843091335,-0.246239162,-0.074125374
ESPL1,54.55555556,46,0.843177189,-0.246092255,-0.074081151
SRRM5,3.555555556,3,0.84375,-0.245112497,-0.073786214
EEF2K,24.88888889,21,0.84375,-0.245112496,-0.073786214
NPHP4,12.42857143,10.5,0.844827586,-0.243271149,-0.073231914
ATF1,40.22222222,34,0.845303867,-0.242458043,-0.072987144
USP28,36.65714286,31,0.845674201,-0.241826126,-0.072796918
NSUN6,18.91428571,16,0.84592145,-0.241404388,-0.072669962
PDPR,24.80555556,21,0.846584546,-0.240273939,-0.072329663
ZER1,46.02777778,39,0.847314424,-0.239030665,-0.071955401
DDX54,66.02777778,56,0.848127892,-0.237646263,-0.071538654
KEL,1.237142857,1.05,0.848729791,-0.236622774,-0.071230553
SCN9A,10.60285714,9,0.848827809,-0.236456171,-0.071180401
H6PD,21.19722222,18,0.849167868,-0.235878312,-0.071006448
TIAM1,35.26,30,0.850822462,-0.233069972,-0.070161053
MMACHC,11.75,10,0.85106383,-0.232660755,-0.070037867
ANO9,19.975,17,0.85106383,-0.232660755,-0.070037867
TTC26,19.97222222,17,0.851182197,-0.232460116,-0.069977468
ABCF2,19.97222222,17,0.851182197,-0.232460116,-0.069977468
PRC1,8.222222222,7,0.851351351,-0.232173441,-0.06989117
NUB1,55.19444444,47,0.851534977,-0.231862302,-0.069797508
PFDN5,149.0833333,127,0.851872554,-0.231290483,-0.069625374
GRIK4,3.519354839,3,0.852428964,-0.230348479,-0.069341802
SCRIB,123.1470588,105,0.852639121,-0.229992842,-0.069234745
KIF21B,17.58857143,15,0.852826511,-0.229675807,-0.069139308
MAPKAPK2,89.08333333,76,0.85313377,-0.229156122,-0.068982867
HSPA6,1.171875,1,0.853333333,-0.22881869,-0.06888129
MIEF2,9.361111111,8,0.854599406,-0.226679778,-0.068237413
ACTA1,1.166666667,1,0.857142856,-0.222392421,-0.06694679
ANKRD27,31.5,27,0.857142857,-0.22239242,-0.06694679
DZIP3,36.16666667,31,0.857142857,-0.22239242,-0.06694679
GAPDH,2509.527778,2152,0.857531851,-0.221737836,-0.06674974
SOGA1,59.45714286,51,0.857760692,-0.221352889,-0.06663386
CHPF,54.77777778,47,0.85801217,-0.220929982,-0.066506552
PKMYT1,33.75,29,0.859259259,-0.2188346,-0.065875779
WRAP53,18.61111111,16,0.859701492,-0.218092282,-0.065652319
ATP10D,10.89090909,9.366666667,0.860044519,-0.217516753,-0.065479068
HCFC1,123.8285714,106.5,0.860059991,-0.217490799,-0.065471255
KCNK3,29.05,25,0.860585198,-0.216610067,-0.065206128
WNK3,7.358823529,6.333333333,0.860644817,-0.216510124,-0.065176042
TGFBR3,9.291428571,8,0.86100861,-0.215900429,-0.064992506
RNASEL,4.645454545,4,0.861056751,-0.215819766,-0.064968224
FGD6,14.51428571,12.5,0.861220472,-0.215545478,-0.064885655
GTF3C1,73.71428571,63.5,0.861434109,-0.215187645,-0.064777936
TPRN,20.88888889,18,0.861702128,-0.214738847,-0.064642835
KLHL8,31.31428571,27,0.862226277,-0.213861562,-0.064378746
ESYT1,104.3611111,90,0.862390205,-0.213587301,-0.064296185
XIAP,35.94444444,31,0.86244204,-0.213500589,-0.064270082
NUP133,81.13888889,70,0.862718247,-0.213038623,-0.064131016
USP49,30.71428571,26.5,0.862790698,-0.212917471,-0.064094546
PPAT,66,57,0.863636364,-0.211504104,-0.06366908
ZNF529,15.62857143,13.5,0.863802559,-0.211226502,-0.063585514
SFPQ,390.0555556,337,0.86397949,-0.210931028,-0.063496567
SOS1,45.11111111,39,0.86453202,-0.210008695,-0.063218917
SYNE3,5.783333333,5,0.864553314,-0.209973161,-0.06320822
ERBB2,12.72222222,11,0.864628821,-0.209847166,-0.063170292
ZNF324,15.02777778,13,0.865064695,-0.209120063,-0.062951412
RAD50,2.311428571,2,0.86526576,-0.20878478,-0.062850482
PAFAH2,17.33333333,15,0.865384615,-0.20858662,-0.06279083
EPOR,25.39722222,22,0.866236465,-0.207167188,-0.062363538
ANKRD18B,6.925714286,6,0.866336634,-0.207000369,-0.062313321
PSMA5,69.25,60,0.866425993,-0.206851569,-0.062268527
DHX57,27.29411765,23.66666667,0.867097701,-0.205733533,-0.061931965
TMEM8B,7.688235294,6.666666667,0.867125733,-0.205686894,-0.061917925
PGD,297.5,258,0.867226891,-0.205518601,-0.061867264
SUSD1,20.75277778,18,0.867353768,-0.205307547,-0.061803731
PLK1,111.8333333,97,0.867362146,-0.205293612,-0.061799536
GGT1,2.305555556,2,0.867469879,-0.205114429,-0.061745596
UBA5,34.5,30,0.869565217,-0.20163386,-0.06069784
GOLGA1,21.83333333,19,0.870229008,-0.200532986,-0.060366444
ZNF66,5.74,5,0.871080139,-0.199122641,-0.059941888
HERC2,47.05714286,41,0.871281117,-0.198789817,-0.059841698
GADD45A,101,88,0.871287129,-0.198779862,-0.059838702
PMAIP1,152.6111111,133,0.871496178,-0.198433756,-0.059734513
ZNF221,6.883333333,6,0.871670702,-0.198144874,-0.059647551
HGF,19.61666667,17.1,0.871707731,-0.198083588,-0.059629102
MSH4,1.184848485,1.033333333,0.872122761,-0.197396868,-0.059422379
ZNF621,20.63888889,18,0.872139973,-0.197368396,-0.059413808
NDUFV1,103.1666667,90,0.872374798,-0.196980001,-0.059296889
LTN1,37.05882353,32.33333333,0.872486772,-0.196794834,-0.059241149
GANC,5.722222222,5,0.873786408,-0.194647429,-0.058594715
SLC8A3,4.233333333,3.7,0.874015748,-0.194268819,-0.058480742
GALNT16,8.008333333,7,0.87408949,-0.194147102,-0.058444102
ACAT2,93.80555556,82,0.874148653,-0.194049456,-0.058414707
NCAPD3,96.05555556,84,0.874493927,-0.193479728,-0.058243202
PHF14,42.30555556,37,0.874589626,-0.193321858,-0.058195679
SMC3,189.7777778,166,0.87470726,-0.193127825,-0.058137269
HBD,0.114285714,0.1,0.874999992,-0.192645089,-0.057991951
POLK,12,10.5,0.875,-0.192645076,-0.057991947
SFMBT1,19.41666667,17,0.875536481,-0.191760801,-0.057725754
NOP58,180.4285714,158,0.875692795,-0.191503252,-0.057648224
XAB2,58.22222222,51,0.875954198,-0.191072657,-0.057518601
VPS13B,19.625,17.2,0.876433121,-0.190284088,-0.057281219
DOCK6,5.970588235,5.233333333,0.876518883,-0.190142921,-0.057238723
USP16,47.91666667,42,0.876521739,-0.190138221,-0.057237308
AEN,30.8,27,0.876623377,-0.189970942,-0.057186952
PRNP,91.21388889,80,0.877059415,-0.189253515,-0.056970985
LTBP4,43.32352941,38,0.877121521,-0.189151359,-0.056940233
CDC42BPA,35.30555556,31,0.87804878,-0.187627002,-0.056481356
FUNDC2,23.88888889,21,0.879069767,-0.185950424,-0.055976656
ABCC5,47.75,42,0.879581152,-0.185111404,-0.055724086
SATL1,2.273529412,2,0.879689521,-0.184933667,-0.055670581
LRRC36,2.045454545,1.8,0.88,-0.18442457,-0.055517328
WDR43,92,81,0.880434783,-0.183711952,-0.055302808
EDEM2,34.05714286,30,0.880872483,-0.182994906,-0.055086956
ACTB,2659.833333,2343,0.880882261,-0.182978893,-0.055082136
NUMB,24.97222222,22,0.880978865,-0.182820684,-0.05503451
PIGQ,15.88888889,14,0.881118881,-0.182591412,-0.054965492
CARM1,53.33333333,47,0.88125,-0.182376741,-0.05490087
CCDC157,2.269444444,2,0.881272949,-0.182339171,-0.05488956
ETNK1,56.72222222,50,0.881488737,-0.181985958,-0.054783233
PTK6,3.402857143,3,0.88161209,-0.181784084,-0.054722463
PDE4DIP,9.074285714,8,0.881612091,-0.181784084,-0.054722462
KHNYN,30.61944444,27,0.881792615,-0.181488698,-0.054633543
OPRL1,6.797142857,6,0.882723833,-0.179965942,-0.054175147
RINT1,35.11428571,31,0.88283157,-0.179789871,-0.054122145
KMT2C,44.16666667,39,0.883018868,-0.179483828,-0.054030017
SREBF2,182.7142857,161.5,0.883893667,-0.178055271,-0.053599978
PLEKHA2,16.94722222,15,0.885100803,-0.176086322,-0.053007265
SETDB1,42.91666667,38,0.885436893,-0.175538606,-0.052842386
R3HCC1,53.05555556,47,0.885863874,-0.174843068,-0.052633009
COX10,22.55555556,20,0.886699507,-0.173482819,-0.052223533
USP7,112.2,99.5,0.886809269,-0.173304244,-0.052169776
FBXO10,8.457142857,7.5,0.886824324,-0.173279752,-0.052162403
SMPD4,59.71428571,53,0.887559809,-0.172083754,-0.051802372
DPY19L4,40.55555556,36,0.887671233,-0.171902649,-0.051747854
SFI1,16.88888889,15,0.888157895,-0.171111915,-0.051509819
COIL,54.02777778,48,0.888431877,-0.170666936,-0.051375868
G6PD,79.91428571,71,0.888451913,-0.1706344,-0.051366073
PRICKLE3,9.002777778,8,0.888614625,-0.170370208,-0.051286543
ZNF292,34.86111111,31,0.889243028,-0.169350335,-0.050979531
NF1,25.82352941,23,0.890660592,-0.167052331,-0.050287763
MTOR,67.34285714,60,0.890963089,-0.166562429,-0.050140288
OTOGL,2.244444444,2,0.891089109,-0.166358385,-0.050078865
ZCCHC4,14.58333333,13,0.891428571,-0.165808891,-0.04991345
PCGF2,41.5,37,0.891566265,-0.165586064,-0.049846373
LECT2,1.121428571,1,0.891719744,-0.165337732,-0.049771617
EMC10,56,50,0.892857143,-0.163498731,-0.049218023
C1QTNF1,4.478787879,4,0.893098782,-0.163108339,-0.049100503
CPEB4,14.55555556,13,0.893129771,-0.16305828,-0.049085434
CDKL5,3.358333333,3,0.893300248,-0.162782931,-0.049002546
KDM2B,21.26470588,19,0.893499308,-0.162461481,-0.048905779
DAAM1,36.86111111,33,0.895252449,-0.159633533,-0.048054482
DNAJC7,41.30555556,37,0.895763282,-0.158810563,-0.047806744
FGD4,13.39166667,12,0.896079651,-0.158301116,-0.047653385
NAA25,34.58823529,31,0.896258503,-0.158013192,-0.047566711
KIAA2026,23.97142857,21.5,0.896901073,-0.156979227,-0.047255457
SSX2IP,51.27777778,46,0.897074756,-0.156699879,-0.047171364
MYO9B,43.47222222,39,0.897124601,-0.15661972,-0.047147234
MAN2A2,33.41666667,30,0.897755611,-0.155605329,-0.046841872
TADA2A,29.51428571,26.5,0.897870281,-0.155421066,-0.046786403
ANKRD26,13.36111111,12,0.898128898,-0.15500558,-0.04666133
EDNRB,1,0.9,0.899999999,-0.152003093,-0.045757491
PIK3CG,1.111111111,1,0.899999999,-0.152003093,-0.045757491
PRSS36,1.111111111,1,0.899999999,-0.152003093,-0.045757491
AP4S1,5.555555556,5,0.9,-0.152003092,-0.045757491
ATP13A2,42.22222222,38,0.9,-0.152003092,-0.045757491
NLRP11,4.443333333,4,0.900225056,-0.151642373,-0.045648903
PLEC,38.82857143,35,0.901398087,-0.149763705,-0.045083368
ATP10B,0.554545455,0.5,0.901639343,-0.149377625,-0.044967146
NUP37,32.14285714,29,0.902222222,-0.148445272,-0.04468648
PUS7L,17.17647059,15.5,0.90239726,-0.148165406,-0.044602232
CIC,55.4,50,0.902527076,-0.14795788,-0.04453976
RNF185,33.22222222,30,0.903010033,-0.147186076,-0.044307424
MNDA,0.332142857,0.3,0.903225804,-0.146841391,-0.044203664
ANLN,97.33333333,88,0.904109589,-0.145430438,-0.043778925
MACF1,81.79411765,74,0.904710536,-0.144471821,-0.043490352
RELA,50.83333333,46,0.904918033,-0.144140974,-0.043390757
AMER2,18.77931034,17,0.905251561,-0.143609334,-0.043230718
GALNT18,17.65,16,0.906515581,-0.141596277,-0.042624727
NCOA2,36.34285714,33,0.908018868,-0.139205817,-0.041905127
ZNF607,19.81944444,18,0.908199019,-0.138919615,-0.041818972
GLYAT,0.22,0.2,0.909090905,-0.137503529,-0.041392687
OR1J4,0.22,0.2,0.909090905,-0.137503529,-0.041392687
IGF1R,22,20,0.909090909,-0.137503522,-0.041392685
MOSPD2,17.58333333,16,0.909952607,-0.136136686,-0.040981227
RBM15,31.86111111,29,0.910200523,-0.135743678,-0.040862919
MYO9A,8.787878788,8,0.910344827,-0.135514969,-0.040794071
FANCM,12.08333333,11,0.910344828,-0.135514969,-0.040794071
SLC10A6,0.329411765,0.3,0.910714283,-0.134929583,-0.040617852
STXBP5,21.94444444,20,0.911392405,-0.133855745,-0.040294595
SRP54,120.6666667,110,0.91160221,-0.133523671,-0.040194631
ADAP2,0.438709677,0.4,0.911764704,-0.133266533,-0.040117224
AP1G2,23.02857143,21,0.91191067,-0.133035587,-0.040047703
PHLPP1,20.82857143,19,0.912208505,-0.132564472,-0.039905883
MRPL48,30.69444444,28,0.912217195,-0.132550729,-0.039901746
DDT,0.10952381,0.1,0.91304347,-0.131244545,-0.039508545
PPA2,38.31428571,35,0.91349739,-0.130527486,-0.039292689
NEDD4L,23.51428571,21.5,0.914337789,-0.129200847,-0.038893331
KDM6A,30.61111111,28,0.914700544,-0.128628584,-0.038721062
KDM3B,75.41666667,69,0.914917127,-0.128287023,-0.038618242
CABP4,4.37,4,0.915331808,-0.127633278,-0.038421446
TEX15,8.253125,7.566666667,0.916824435,-0.125282598,-0.03771382
SERPINE2,13.08333333,12,0.917197452,-0.124695746,-0.03753716
DNTTIP1,55.55555556,51,0.918,-0.12343394,-0.037157319
EBLN2,5.444444444,5,0.918367347,-0.122856746,-0.036983566
NME6,10.88888889,10,0.918367347,-0.122856746,-0.036983566
GTF3C3,44.63888889,41,0.918481643,-0.122677206,-0.036929519
PNPLA2,41.36111111,38,0.918737408,-0.122275522,-0.0368086
NCR2,0.217647059,0.2,0.918918915,-0.121990529,-0.036722809
PBDC1,72.88888889,67,0.919207317,-0.121537811,-0.036586527
DHX16,77.22222222,71,0.91942446,-0.121197045,-0.036483946
MED12,49.97222222,46,0.920511395,-0.119492512,-0.035970831
AGTPBP1,49.42857143,45.5,0.920520231,-0.119478664,-0.035966662
PTPMT1,11.94444444,11,0.920930232,-0.118836228,-0.03577327
FAM83C,0.108333333,0.1,0.923076915,-0.115477229,-0.03476211
GLMN,31.76470588,29.33333333,0.92345679,-0.114883636,-0.034583421
APTX,37.88888889,35,0.923753666,-0.114419909,-0.034443825
FASTKD5,46.54285714,43,0.923879681,-0.114223115,-0.034384584
BCL11A,4.329411765,4,0.923913043,-0.114171019,-0.034368902
RIMS2,21.09705882,19.5,0.924299456,-0.113567759,-0.034187302
NAT10,78.42857143,72.5,0.924408015,-0.113398325,-0.034136298
THADA,13.51428571,12.5,0.924947146,-0.112557165,-0.033883083
KIF1A,210.5514286,195,0.926139525,-0.110698539,-0.033323581
TAF9,61.52777778,57,0.926410835,-0.110275966,-0.033196374
SPTBN1,76.63888889,71,0.926422617,-0.110257619,-0.033190851
PDZK1,0.755555556,0.7,0.926470587,-0.110182918,-0.033168364
NOVA1,16.72727273,15.5,0.926630435,-0.109934026,-0.03309344
SHKBP1,62.58333333,58,0.926764314,-0.1097256,-0.033030697
SULT2B1,3.236363636,3,0.926966292,-0.109411216,-0.032936058
BBS10,32.36111111,30,0.927038627,-0.109298641,-0.03290217
CHAF1A,104.5833333,97,0.92749004,-0.108596304,-0.032690746
PPP1R15B,92.63888889,86,0.928335832,-0.107281288,-0.032294886
CMAS,133.5555556,124,0.928452579,-0.107099867,-0.032240273
NUDT9,36.61111111,34,0.928679818,-0.106746811,-0.032133992
FZD5,16.13888889,15,0.929432014,-0.105578755,-0.031782373
BRPF3,61.30555556,57,0.929768917,-0.105055897,-0.031624977
PWWP2A,20.97142857,19.5,0.929836512,-0.104951016,-0.031593404
TELO2,48.38888889,45,0.929965557,-0.104750809,-0.031533136
STARD6,1.075,1,0.930232557,-0.10433666,-0.031408465
WWC2,9.669444444,9,0.930767021,-0.103508,-0.031159013
WDR5,127.8333333,119,0.930899609,-0.103302502,-0.031097152
DNAJC13,40.08823529,37.33333333,0.931279041,-0.102714583,-0.030920171
HNRNPC,336.0277778,313,0.931470613,-0.10241784,-0.030830842
GRM3,0.644117647,0.6,0.931506848,-0.102361718,-0.030813948
CCNL1,68.66666667,64,0.932038835,-0.101538025,-0.030565992
PRPF4B,87.91666667,82,0.932701422,-0.100512777,-0.030257361
AGPAT1,70.66666667,66,0.933962264,-0.098563833,-0.029670671
MRPL45,103.75,97,0.934939759,-0.097054683,-0.029216371
DCLRE1C,10.69444444,10,0.935064935,-0.096861538,-0.029158229
RAPGEF6,3.742857143,3.5,0.935114504,-0.096785061,-0.029135207
ZNF638,59.33333333,55.5,0.935393258,-0.096355062,-0.029005764
RBBP8,106.8888889,100,0.935550936,-0.096111891,-0.028932563
ACACA,70.4375,66,0.937000887,-0.093877679,-0.028259998
BCAS2,161.1388889,151,0.937079814,-0.093756162,-0.028223417
SUGP2,146.1388889,137,0.93746436,-0.093164249,-0.028045234
CCDC168,0.32,0.3,0.937499997,-0.093109407,-0.028028725
KLHL26,10.66666667,10,0.9375,-0.093109403,-0.028028724
DICER1,52.25,49,0.937799043,-0.092649286,-0.027890215
RAC1,303.7222222,285,0.938357417,-0.091790548,-0.027631709
SLC35C2,29.83333333,28,0.938547486,-0.091498353,-0.027543749
ARHGEF10,2.13030303,2,0.93883357,-0.091058664,-0.02741139
ZCCHC17,99.05555556,93,0.938867078,-0.091007174,-0.02739589
EPHB2,13.84444444,13,0.939004815,-0.090795537,-0.027332181
RIMBP2,23.42121212,22,0.939319446,-0.090312217,-0.027186687
SEC63,68.47058824,64.33333333,0.939576174,-0.089917964,-0.027068005
UCK2,74.5,70,0.939597315,-0.089885502,-0.027058233
YTHDC2,18.08333333,17,0.940092166,-0.089125889,-0.026829566
MLLT6,62.75,59,0.940239044,-0.088900503,-0.026761719
ZMAT3,14.88888889,14,0.940298507,-0.088809266,-0.026734253
ALPK3,8.505714286,8,0.940544172,-0.088432393,-0.026620803
NACC2,16.98611111,16,0.941946034,-0.086283686,-0.025973978
INTS4,24.41666667,23,0.941979522,-0.086232396,-0.025958538
KALRN,9.55,9,0.942408377,-0.08557573,-0.025760862
RBAK,24.02941176,22.66666667,0.943288454,-0.084229085,-0.025355482
BLOC1S4,20.13888889,19,0.943448276,-0.083984669,-0.025281905
ZNF267,7.416666667,7,0.943820225,-0.083416007,-0.025110721
KDM6B,32.31428571,30.5,0.943854996,-0.083362858,-0.025094721
ZC3H11A,0.317647059,0.3,0.944444441,-0.082462163,-0.024823585
DOCK9,20.11428571,19,0.944602273,-0.082221087,-0.024751014
INPP4A,19.05555556,18,0.944606414,-0.082214762,-0.02474911
SERINC3,115.3888889,109,0.94463168,-0.082176173,-0.024737493
MGA,25.38888889,24,0.945295405,-0.081162851,-0.024432453
ZNF700,26.44444444,25,0.945378151,-0.081036571,-0.024394439
DCTN2,135.3888889,128,0.945424702,-0.080965533,-0.024373054
KCTD13,15.86111111,15,0.945709282,-0.080531337,-0.024242348
TAS2R43,0.528571429,0.5,0.945945944,-0.08017035,-0.024133681
TMEM89,0.845714286,0.8,0.945945945,-0.080170349,-0.02413368
SIVA1,65.47222222,62,0.946966483,-0.07861473,-0.023665392
OR6T1,0.211111111,0.2,0.947368417,-0.078002517,-0.023481098
DNHD1,5.275,5,0.947867298,-0.077242998,-0.02325246
DLD,87.5,83,0.948571429,-0.076171679,-0.022929961
U2AF2,284.5555556,270,0.948848106,-0.075750938,-0.022803305
NUP210,167.5555556,159,0.948938992,-0.075612755,-0.022761708
TSPAN31,15.80555556,15,0.949033392,-0.075469244,-0.022718507
RNF39,4.211111111,4,0.949868074,-0.074200941,-0.022336709
GATAD1,47.36111111,45,0.950146628,-0.073777925,-0.022209369
ZFP64,16.83333333,16,0.950495049,-0.073248981,-0.022050141
HOXA2,5.257575758,5,0.951008645,-0.072469637,-0.021815535
KBTBD2,74.63888889,71,0.951246744,-0.072108484,-0.021706817
IGSF10,3.152941176,3,0.951492537,-0.071735753,-0.021594614
APCDD1,6.83,6.5,0.951683748,-0.071445859,-0.021507347
RNPS1,105.0555556,100,0.951877314,-0.071152455,-0.021419024
PIK3CB,21,20,0.952380952,-0.070389326,-0.021189299
APPL2,47.16666667,45,0.954063604,-0.067842644,-0.020422671
CELSR3,42.44571429,40.5,0.954159935,-0.067696984,-0.020378823
TAF2,60.75,58,0.95473251,-0.066831507,-0.020118289
DCST1,2.094444444,2,0.954907161,-0.066567616,-0.02003885
CAPRIN1,230.3888889,220,0.954907162,-0.066567615,-0.020038849
LIME1,9.416666667,9,0.955752212,-0.065291459,-0.019654688
KLF7,28.25,27,0.955752212,-0.065291459,-0.019654688
TMEM106B,20.88888889,20,0.957446808,-0.062735754,-0.018885344
JAM3,107.4722222,103,0.95838718,-0.061319483,-0.018459004
S100PBP,28.16666667,27,0.958579882,-0.061029432,-0.01837169
THUMPD2,20.86111111,20,0.958721704,-0.060816,-0.018307441
CELSR1,7.3,7,0.958904109,-0.060541541,-0.01822482
GREB1L,9.385294118,9,0.958947038,-0.060476954,-0.018205378
CYFIP2,44.83333333,43,0.959107807,-0.060235106,-0.018132574
TNKS,35.41666667,34,0.96,-0.058893688,-0.017728767
UQCC2,46.86111111,45,0.960284529,-0.058466159,-0.017600068
BPTF,52.05555556,50,0.960512273,-0.058124045,-0.017497081
AK2,130.0833333,125,0.960922486,-0.057508035,-0.017311644
SMARCA4,99.88888889,96,0.961067853,-0.057289802,-0.017245949
CSTF1,40.55555556,39,0.961643836,-0.056425432,-0.016985748
TUBB4A,9.356666667,9,0.961881012,-0.056069655,-0.016878649
KCNC4,4.158333333,4,0.961923847,-0.056005409,-0.016859308
EIF1AX,108,104,0.962962963,-0.054447783,-0.016390416
RPL3,750.8055556,723,0.962965704,-0.054443677,-0.01638918
FURIN,47.22857143,45.5,0.963399879,-0.053793351,-0.016193413
SYMPK,57.08333333,55,0.96350365,-0.053637962,-0.016146636
TGS1,44.61111111,43,0.96388543,-0.05306642,-0.015974585
PIAS3,51.77777778,50,0.965665236,-0.050404952,-0.015173403
NMBR,0.620689655,0.6,0.966666665,-0.048909601,-0.014723258
TM2D3,13.44444444,13,0.966942149,-0.048498516,-0.014599509
NRCAM,108.5771429,105,0.967054366,-0.048331096,-0.01454911
SLC2A8,18.61111111,18,0.967164179,-0.048167281,-0.014499797
SFSWAP,29.97222222,29,0.967562558,-0.047573151,-0.014320946
CKAP2L,54.72222222,53,0.968527919,-0.046134457,-0.013887856
HECTD4,37.13888889,36,0.969334331,-0.044933746,-0.013526406
KIF4B,0.463636364,0.45,0.970588233,-0.043068724,-0.012964978
EPC2,40.16666667,39,0.970954357,-0.042524615,-0.012801185
TMEM131,28.83333333,28,0.971098266,-0.042310803,-0.012736821
GIGYF2,36.02777778,35,0.971472629,-0.041754744,-0.012569431
ST18,43.74242424,42.5,0.971596813,-0.041570335,-0.012513918
EML3,23.66666667,23,0.971830986,-0.041222661,-0.012409258
DNAJC6,53.5,52,0.971962617,-0.041027267,-0.012350438
BPNT1,52.44444444,51,0.972457627,-0.040292704,-0.012129313
DPYD,17.48055556,17,0.972509137,-0.040216289,-0.01210631
CCDC7,1.027777778,1,0.972972972,-0.039528364,-0.011899224
C2orf16,2.054285714,2,0.973574408,-0.038636848,-0.011630851
CSE1L,277,270,0.974729242,-0.036926568,-0.011116005
SLC25A22,45.13888889,44,0.974769231,-0.036867381,-0.011098188
PJA1,74.88888889,73,0.974777448,-0.036855219,-0.011094527
USH2A,1.282142857,1.25,0.974930361,-0.036628922,-0.011026405
TRMT10A,9.222222222,9,0.975903614,-0.035189427,-0.010593074
SRPK1,107.5277778,105,0.976491863,-0.034320072,-0.010331371
PHRF1,66.52777778,65,0.977035491,-0.033517125,-0.01008966
SMAP1,15.85714286,15.5,0.977477477,-0.032864633,-0.009893241
PRDM10,17.38888889,17,0.977635783,-0.032631003,-0.009822911
EPB41L4B,18.41111111,18,0.977670489,-0.032579788,-0.009807494
BTD,5.111111111,5,0.978260869,-0.031708859,-0.009545318
NDUFS8,54.13888889,53,0.978963571,-0.030672918,-0.009233469
CSTF3,72.5,71,0.979310345,-0.030161969,-0.009079658
SLC9A5,5.105555556,5,0.979325353,-0.030139859,-0.009073002
CCZ1,4.083333333,4,0.979591836,-0.029747342,-0.008954843
RBM19,31.63888889,31,0.979806848,-0.029430718,-0.008859529
POFUT1,67.30555556,66,0.980602559,-0.028259567,-0.008506978
PLEKHS1,0.305882353,0.3,0.980769228,-0.028014379,-0.008433169
NOL9,23.44444444,23,0.981042654,-0.02761223,-0.00831211
COPS6,185.4166667,182,0.981573034,-0.026832478,-0.008077381
KY,0.203703704,0.2,0.981818177,-0.026472217,-0.007968932
GIN1,6.111111111,6,0.981818182,-0.02647221,-0.00796893
UBXN11,27.5,27,0.981818182,-0.02647221,-0.00796893
KCNV2,0.865714286,0.85,0.981848184,-0.026428125,-0.007955659
RAB39B,27.49722222,27,0.981917365,-0.026326476,-0.007925059
TRIM33,52.94444444,52,0.982161595,-0.025967683,-0.007817052
METTL18,20.36111111,20,0.982264666,-0.02581629,-0.007771478
ABHD3,38.66666667,38,0.982758621,-0.02509098,-0.007553138
PHC1,22.37142857,22,0.98339719,-0.02415386,-0.007271037
GPR137B,11.17222222,11,0.984584784,-0.02241265,-0.00674688
SLC44A5,29.44444444,29,0.98490566,-0.021942551,-0.006605367
VTN,2.030555556,2,0.98495212,-0.021874499,-0.006584881
TOX3,52.27878788,51.5,0.985103176,-0.021653258,-0.006518281
OBSCN,5.579411765,5.5,0.985767,-0.020681407,-0.006225724
PARP12,14.70882353,14.5,0.985802839,-0.020628957,-0.006209935
CLASRP,43.61111111,43,0.985987261,-0.020359086,-0.006128696
CEP135,16.22222222,16,0.98630137,-0.019899556,-0.005990364
CDK8,45.61111111,45,0.986601705,-0.019460313,-0.005858138
DIMT1,46.61111111,46,0.986889154,-0.019040042,-0.005731624
CMIP,48.61111111,48,0.987428571,-0.018251703,-0.005494311
COG2,19.74285714,19.5,0.987698987,-0.017856663,-0.005375392
MAPK6,59.72222222,59,0.987906977,-0.017552892,-0.005283948
RTTN,10.79411765,10.66666667,0.988192552,-0.017135911,-0.005158424
PTGER4,1.719230769,1.7,0.988814317,-0.016228461,-0.004885254
ATRN,48.51428571,48,0.989399293,-0.015375224,-0.004628404
FAM160B1,13.13888889,13,0.989429175,-0.015331652,-0.004615288
CCDC40,9.6,9.5,0.989583333,-0.015106891,-0.004547628
C11orf68,46.45714286,46,0.990159902,-0.014266568,-0.004294665
TAF1,36.33333333,36,0.990825688,-0.013296821,-0.004002742
SUPT5H,101.9142857,101,0.991028876,-0.013000999,-0.003913691
SLCO1B1,1.008695652,1,0.991379309,-0.012490944,-0.003760149
TTLL11,7.055555556,7,0.992125984,-0.011404762,-0.003433176
CAMTA1,23.17647059,23,0.992385787,-0.011027021,-0.003319464
FAT3,14.77666667,14.66666667,0.992555831,-0.010779837,-0.003245055
PEX26,15.11111111,15,0.992647059,-0.010647243,-0.00320514
SLCO1B3,2.014285714,2,0.992907801,-0.010268335,-0.003091077
ABT1,48.27777778,48,0.99424626,-0.008324863,-0.002506034
MLH1,49.22777778,49,0.995372983,-0.006690865,-0.002014151
ZRANB3,6.027777778,6,0.995391705,-0.006663729,-0.002005983
